GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ACA 1095B - Export Module,us.gov.treasury.irs.common,ACABusinessHeaderType,29,0,2,0,12,0,8,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,InsurancePolicyErrorDtlType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EmployeeCoverageType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SHOPEmployeeErrorDtlType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SHOPExchangeErrorDtlType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EPDErrorDetailType,31,0,0,0,13,0,9,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,IndividualExchangeErrorType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,BusinessNameErrorDtlType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,CoveredIndividualType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,DependentInfoErrorsGrpType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ACABatchManifestResponseDetailType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SHOPExchPersonErrorDtlType,21,0,2,0,7,0,5,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,IndicatorCodeType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,BooleanStringType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ObjectFactory,3826,0,0,0,575,0,320,0,320,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,AppealReasonCdType,107,0,4,0,14,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SHOPExchangePersonType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ACABulkBatchManifestDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EmployerPlansOfferedErrorDtlType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SubmissionStatusCodeType,107,0,4,0,14,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EPDSubmissionSourceCdType,74,0,4,0,11,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EmployerPlansOfferedType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,InsurancePolicyType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ExemptionCoverageErrorDtlType,21,0,2,0,7,0,5,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,NameControlTypeCodeType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EPDPersonErrorDtlType,21,0,2,0,7,0,5,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,USAddressErrorDtlType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ExemptionType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,TaxHouseholdCoverageErrorDtlType,28,0,2,0,10,0,7,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,CoveredIndividualErrorDtlType,21,0,2,0,7,0,5,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,AfaStatusCodeType,85,0,4,0,12,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,AggregatedGroupMemberType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,TINRequestTypeCodeType,15,39,0,0,2,5,4,2,4,2
ACA 1095B - Export Module,us.gov.treasury.irs.common,PersonInformationErrorDtlType,28,0,2,0,10,0,7,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,AssociatedPolicyType,45,0,0,0,19,0,13,0,13,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ErrorMessageDetailType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,BatchCategoryCodeType,124,0,0,0,14,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,BRMGatewayStatusCodeType,151,0,4,0,18,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,FileStatusCdType,96,0,4,0,13,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,CheckboxType,34,0,0,0,5,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,InsuranceCoverageType,77,0,2,0,31,0,21,0,20,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,OtherCompletePersonNameType,31,0,0,0,13,0,9,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,InsuranceCoverageErrorDtlType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,WindowCloseNotificationServiceDetailType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EmployeeRosterErrorDtlType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,IRSHouseholdErrorDtlType,54,0,8,0,16,0,11,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,RejectedFileDtlType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,TINValidationIndicatorType,85,0,4,0,12,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,CompletePersonNameErrorDtlType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,AcknowledgementStatusCodeType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,CoverageHouseholdType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,NameControlValResultCodeType,64,0,0,0,8,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ServiceMetadataDetailType,122,0,0,0,52,0,35,0,35,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,HouseholdErrorDtlType,50,0,6,0,16,0,11,0,8,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SpouseInfoErrorsGrpType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EmployeeCoverageErrorDtlType,28,0,2,0,10,0,7,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ExemptionCoverageType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,WarningMessageDetailType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,TaxHouseholdErrorDtlType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,TestIndicatorType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,BusinessAddressErrorDtlType,28,0,2,0,10,0,7,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,SHOPEmployeeType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,ACABatchTransmissionDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.common,EmployeeSHOPPolicyErrorDtlType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage,ObjectFactory,22,0,0,0,5,0,4,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage,TransmitterManifestRequestType,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca,Aca109495XmlExportApplication,11,0,0,0,3,0,2,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095btransmitterupstreammessage,Form109495BTrnsmtUpstreamType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095btransmitterupstreammessage,ObjectFactory,12,10,0,0,2,3,2,2,2,2
ACA 1095B - Export Module,us.gov.treasury.irs.msg.acabusinessheader,TransmitterACABulkBusinessHeaderResponseType,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.acabusinessheader,ObjectFactory,36,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.listener,Step4ExecutionListener,45,0,6,0,12,0,7,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.listener,Step1ProcessorListener,98,0,8,0,19,0,9,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.listener,Step1ProcessorPrintVendorListener,97,0,8,0,19,0,9,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.listener,Step3ExecutionListener,6,0,0,0,3,0,3,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095bctransmittermessage,ObjectFactory,22,0,0,0,5,0,4,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095bctransmittermessage,FormBCTrnsmtSubmissionDtlType,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportPdfListener,112,0,2,0,19,0,4,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportBatchPrintVendorListener,116,0,2,0,18,0,4,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportJob1095RepositoryInMemory,102,0,4,0,22,0,10,0,8,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportBatchConfiguration,937,67,6,0,247,15,75,4,72,4
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportUtil,632,114,47,5,147,28,51,7,26,6
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,TransmissionIdStack,39,0,2,0,8,0,6,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportBatchJobExecutionPrintVendorListener,55,0,2,0,10,0,4,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportBatchJobConfiguration,423,0,0,0,126,0,13,0,13,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportJob1094RepositoryInMemory,4,23,0,0,2,5,1,3,1,3
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportJobRepositoryInDB,340,0,16,0,66,0,13,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export,ExportBatchJobExecutionListener,90,0,8,0,16,0,8,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.service.impl,TransmissionIdReaderServiceImpl,84,0,12,0,18,0,10,0,3,0
ACA 1095B - Export Module,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0,TimestampType,43,0,2,0,15,0,10,0,9,0
ACA 1095B - Export Module,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0,ObjectFactory,58,0,0,0,11,0,8,0,8,0
ACA 1095B - Export Module,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0,AttributedDateTime,25,0,0,0,9,0,6,0,6,0
ACA 1095B - Export Module,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0,AttributedURI,25,0,0,0,9,0,6,0,6,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step2,Step2Form1094Writer,0,49,1,3,0,12,1,4,0,3
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step2,Step2Form1094Mapper,21,0,0,0,5,0,2,0,2,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step2,Step2Form1094Processor,5,80,2,2,1,19,2,3,0,3
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step2,Step2Form1094PrintVendorWriter,15,0,0,0,5,0,3,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step2,Step2Form1094Dto,0,24,0,0,0,10,0,7,0,7
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095CorrectionsMapper,57,0,2,0,14,0,3,0,2,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095Processor,528,19,22,0,132,6,15,3,4,3
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095PrintVendorOriginalsMapper,16,0,0,0,4,0,2,0,2,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095Dto,51,9,5,1,19,3,14,2,11,2
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095Writer,100,0,6,0,19,0,8,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Form1095XmlRoot,16,0,0,0,8,0,4,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095PrintVendorProcessor,600,0,34,0,148,0,26,0,9,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095PrintVendorWriter,1192,0,40,0,258,0,38,0,18,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step1,Step1Form1095OriginalsMapper,16,0,0,0,4,0,2,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.acauibusinessheader,TransmitterACAUIBusinessHeaderType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.acauibusinessheader,ObjectFactory,22,0,0,0,5,0,4,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4Form109495Writer,140,0,4,0,32,0,8,0,6,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4Form109495HeaderAndXmlDto,121,0,0,0,51,0,33,0,33,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4Form109495Reader,144,0,4,0,33,0,6,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4109495Data,110,0,4,0,27,0,12,0,10,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4Form109495PrintVendorWriter,191,0,4,0,41,0,8,0,6,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4Form109495PrintVendorReader,138,0,4,0,32,0,6,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4ManifestData,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step4,Step4Form109495Processor,210,0,14,0,47,0,12,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,XMLRenderingDecider,76,0,10,0,17,0,7,0,2,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3Form109495Pairing,11,17,0,0,6,6,3,3,3,3
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3PrintVendorForm109495Reader,47,0,2,0,12,0,4,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3Form109495Processor,3,67,0,4,1,19,1,5,1,3
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3Form109495Reader,69,0,4,0,17,0,5,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Form10945Type,58,0,2,0,9,0,8,0,7,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3Form109495Writer,677,76,48,0,144,10,36,4,12,4
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3ProcessorResult,4,11,0,0,2,3,1,2,1,2
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step3,Step3PrintVendorForm109495Writer,689,0,44,0,147,0,37,0,15,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.step5,Step5BatchHistoryCleanupTasklet,190,0,0,0,38,0,8,0,8,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.jaxb,JaxbUtils.new ThreadLocal() {...},12,3,0,0,4,1,1,1,1,1
ACA 1095B - Export Module,us.deloitteinnovation.aca.jaxb,ACA1094BDetailBuilder,24,37,0,0,8,10,4,4,4,4
ACA 1095B - Export Module,us.deloitteinnovation.aca.jaxb,EmptyNamespaceContext,9,0,0,0,4,0,4,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.jaxb,ACA1095BDetailBuilder,106,0,2,0,32,0,15,0,14,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.jaxb,JaxbUtils,127,31,0,0,31,8,6,2,6,2
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095ctransmitterupstreammessage,Form109495CTransmittalUpstreamType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.msg.form1094_1095ctransmitterupstreammessage,ObjectFactory,22,0,0,0,5,0,4,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoveredIndividual1095BDetailType,63,0,2,0,25,0,17,0,16,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,InsuranceCoverageType,77,0,2,0,31,0,21,0,20,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACAAttachmentDetailType,45,0,0,0,19,0,13,0,13,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthPolicyInformationDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Form1094BUpstreamDetailType,75,58,2,0,29,26,21,16,20,16
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthlyCoveredIndivIndGrpType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,AggregatedGroupMemberType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Form1094CUpstreamDetailType,179,0,4,0,73,0,49,0,47,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ForeignAddressGrpType,52,0,0,0,22,0,15,0,15,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ExemptionCoverageType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CorrectedSubmissionInfoGrpType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ALEMemberAnnualInfoGrpType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CompletePersonNameDetailType,21,0,2,0,7,0,5,0,4,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ResponsibleIndividualGrpType,59,0,0,0,25,0,17,0,17,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TransmissionTypeCdType,54,0,0,0,7,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthCountDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,SubmissionLevelStatusCodeType,85,0,4,0,12,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Month1095CMECIndicatorDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,BusinessAddressGrpType,7,10,0,0,3,4,2,3,2,3
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,RecipientMonthlyPolicyInfoType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoveredIndvidualMonthly1095CDetailType,49,0,2,0,19,0,13,0,12,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,SponsoringEmployerDetailType,35,0,2,0,13,0,9,0,8,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TINValidateNameResponseDetailType,28,0,2,0,10,0,7,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACATransmitterRequestAckGrpType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,SHOPEmployeeType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployeeOfferAndCoverageGrpType,45,0,0,0,19,0,13,0,13,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthlyIndicatorGrpType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,VendorInformationGrpType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACATransmitterResponseAckGrpType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthAmountDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,OtherALEMembersType,31,0,0,0,13,0,9,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkBusinessHeaderRequestType,32,0,0,0,12,0,8,0,8,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EPDPersonType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,OtherCompletePersonNameType,20,11,0,0,8,5,6,3,6,3
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ObjectFactory,2948,1934,0,0,416,324,416,3,416,3
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,AmountByMonthDetailType,87,0,0,0,37,0,25,0,25,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ALEMemberMonthlyInfoGrpType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,RecipientSpouseDetailType,42,0,2,0,16,0,11,0,10,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthlySafeHarborCdType,87,0,0,0,37,0,25,0,25,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkReqTrnsmtStsReqGrpDtlType,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,IssuerInfoGrpType,45,0,0,0,19,0,13,0,13,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployerCoveredIndividualType,52,0,0,0,22,0,15,0,15,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthlySafeHarborIndicatorGrpType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,IRDBProcessedStatusCdType,64,0,0,0,8,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoverageHouseholdType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployeeCoverageType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkReqTrnsmtReqGrpHeaderType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthCoveredIndivIndDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,StateType,3,641,0,0,1,65,1,5,1,5
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TransmissionStatusCodeType,118,0,4,0,15,0,8,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACATransmitterSubmissionDetailType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TransmitterRecordDetailType,77,0,2,0,31,0,21,0,20,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,USAddressGrpType,22,23,0,0,8,11,7,6,7,6
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthIndicatorDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,SHOPExchangePersonType,17,0,0,0,7,0,5,0,5,0
